transaction_id,customer_id,amount,failure_reason,attempts,customer_type,recovery_score,recovery_risk,priority_score,priority,recommended_action
TXN10637,CUST1125,4886.09,AUTHENTICATION_FAILURE,3,NEW,0,LOW,20,LOW,STOP_AND_ESCALATE
TXN10638,CUST1145,1745.08,NETWORK_ERROR,3,LOYAL,70,HIGH,60,MEDIUM,STOP_AND_ESCALATE
TXN10639,CUST1263,2748.38,TEMPORARY_BANK_ERROR,3,RETURNING,40,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10640,CUST1039,1786.56,NETWORK_ERROR,4,RETURNING,55,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10641,CUST1096,5481.91,NETWORK_ERROR,1,NEW,75,HIGH,60,MEDIUM,RETRY
TXN10642,CUST1268,618.43,CARD_EXPIRED,2,RETURNING,55,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10643,CUST1175,6329.36,UNKNOWN,1,NEW,55,MEDIUM,45,MEDIUM,REMINDER
TXN10644,CUST1272,6526.25,NETWORK_ERROR,3,LOYAL,55,MEDIUM,60,MEDIUM,STOP_AND_ESCALATE
TXN10645,CUST1150,3966.3,AUTHENTICATION_FAILURE,3,RETURNING,10,LOW,30,LOW,STOP_AND_ESCALATE
TXN10646,CUST1268,1020.72,INSUFFICIENT_FUNDS,1,RETURNING,50,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10647,CUST1209,15009.2,NETWORK_ERROR,4,NEW,50,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10648,CUST1209,35921.21,NETWORK_ERROR,3,RETURNING,45,MEDIUM,70,HIGH,STOP_AND_ESCALATE
TXN10649,CUST1142,10986.8,NETWORK_ERROR,2,RETURNING,65,MEDIUM,60,MEDIUM,RETRY
TXN10650,CUST1231,3874.37,INSUFFICIENT_FUNDS,3,NEW,25,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10651,CUST1086,462.89,AUTHENTICATION_FAILURE,2,NEW,45,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10652,CUST1167,43767.44,TEMPORARY_BANK_ERROR,4,RETURNING,45,MEDIUM,70,HIGH,STOP_AND_ESCALATE
TXN10653,CUST1068,3724.66,UNKNOWN,1,NEW,40,MEDIUM,30,LOW,REMINDER
TXN10654,CUST1129,288.75,TEMPORARY_BANK_ERROR,4,RETURNING,40,MEDIUM,35,LOW,STOP_AND_ESCALATE
TXN10655,CUST1037,1461.45,UNKNOWN,1,LOYAL,70,HIGH,55,MEDIUM,REMINDER
TXN10656,CUST1047,3004.53,CARD_EXPIRED,1,RETURNING,60,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT
TXN10657,CUST1068,481.97,INSUFFICIENT_FUNDS,3,RETURNING,35,LOW,35,LOW,STOP_AND_ESCALATE
TXN10658,CUST1038,8027.05,TEMPORARY_BANK_ERROR,4,RETURNING,40,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10659,CUST1014,40582.73,NETWORK_ERROR,4,RETURNING,65,MEDIUM,85,HIGH,STOP_AND_ESCALATE
TXN10660,CUST1059,619.64,TEMPORARY_BANK_ERROR,3,RETURNING,50,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10661,CUST1278,719.45,AUTHENTICATION_FAILURE,1,RETURNING,45,MEDIUM,35,LOW,CUSTOMER_PROMPT
TXN10662,CUST1288,9601.28,INSUFFICIENT_FUNDS,2,LOYAL,75,HIGH,70,HIGH,PAYMENT_LINK
TXN10663,CUST1083,1696.49,TEMPORARY_BANK_ERROR,3,RETURNING,50,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10664,CUST1006,40926.71,TEMPORARY_BANK_ERROR,2,RETURNING,65,MEDIUM,70,HIGH,RETRY
TXN10665,CUST1133,32068.49,INSUFFICIENT_FUNDS,4,RETURNING,40,MEDIUM,85,HIGH,STOP_AND_ESCALATE
TXN10666,CUST1100,1022.98,AUTHENTICATION_FAILURE,3,NEW,20,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10667,CUST1284,7935.22,TEMPORARY_BANK_ERROR,3,LOYAL,55,MEDIUM,60,MEDIUM,STOP_AND_ESCALATE
TXN10668,CUST1115,3427.98,AUTHENTICATION_FAILURE,3,NEW,0,LOW,20,LOW,STOP_AND_ESCALATE
TXN10669,CUST1234,38095.95,NETWORK_ERROR,2,LOYAL,100,HIGH,100,HIGH,RETRY
TXN10670,CUST1028,8417.39,AUTHENTICATION_FAILURE,3,RETURNING,30,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10671,CUST1193,10721.16,UNKNOWN,3,RETURNING,30,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10672,CUST1190,41326.4,AUTHENTICATION_FAILURE,3,NEW,5,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10673,CUST1148,38991.48,NETWORK_ERROR,3,NEW,50,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10674,CUST1148,477.61,INSUFFICIENT_FUNDS,1,LOYAL,85,HIGH,65,MEDIUM,PAYMENT_LINK
TXN10675,CUST1011,454.93,CARD_EXPIRED,2,LOYAL,70,HIGH,65,MEDIUM,CUSTOMER_PROMPT
TXN10676,CUST1261,554.84,UNKNOWN,4,RETURNING,25,LOW,30,LOW,STOP_AND_ESCALATE
TXN10677,CUST1273,2740.04,TEMPORARY_BANK_ERROR,2,RETURNING,80,HIGH,50,MEDIUM,RETRY
TXN10678,CUST1041,12900.89,AUTHENTICATION_FAILURE,2,RETURNING,60,MEDIUM,75,HIGH,CUSTOMER_PROMPT
TXN10679,CUST1285,4697.36,INSUFFICIENT_FUNDS,3,LOYAL,50,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10680,CUST1052,1135.35,INSUFFICIENT_FUNDS,3,RETURNING,20,LOW,35,LOW,STOP_AND_ESCALATE
TXN10681,CUST1249,417.47,TEMPORARY_BANK_ERROR,4,RETURNING,40,MEDIUM,35,LOW,STOP_AND_ESCALATE
TXN10682,CUST1057,36028.98,UNKNOWN,2,RETURNING,75,HIGH,90,HIGH,REMINDER
TXN10683,CUST1026,1099.52,TEMPORARY_BANK_ERROR,1,RETURNING,90,HIGH,60,MEDIUM,RETRY
TXN10684,CUST1021,31995.08,UNKNOWN,4,LOYAL,45,MEDIUM,80,HIGH,STOP_AND_ESCALATE
TXN10685,CUST1221,9797.11,TEMPORARY_BANK_ERROR,4,NEW,25,LOW,35,LOW,STOP_AND_ESCALATE
TXN10686,CUST1005,7314.73,NETWORK_ERROR,2,RETURNING,65,MEDIUM,50,MEDIUM,RETRY
TXN10687,CUST1263,32506.22,INSUFFICIENT_FUNDS,4,NEW,25,LOW,60,MEDIUM,STOP_AND_ESCALATE
TXN10688,CUST1251,15711.43,INSUFFICIENT_FUNDS,4,LOYAL,60,MEDIUM,85,HIGH,STOP_AND_ESCALATE
TXN10689,CUST1135,7616.55,TEMPORARY_BANK_ERROR,3,RETURNING,60,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10690,CUST1220,24693.62,CARD_EXPIRED,2,LOYAL,75,HIGH,80,HIGH,CUSTOMER_PROMPT
TXN10691,CUST1064,698.54,TEMPORARY_BANK_ERROR,4,RETURNING,60,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10692,CUST1216,337.1,NETWORK_ERROR,2,LOYAL,80,HIGH,50,MEDIUM,RETRY
TXN10693,CUST1290,6304.22,TEMPORARY_BANK_ERROR,4,NEW,25,LOW,35,LOW,STOP_AND_ESCALATE
TXN10694,CUST1102,42980.68,NETWORK_ERROR,2,RETURNING,65,MEDIUM,70,HIGH,RETRY
TXN10695,CUST1291,2300.19,AUTHENTICATION_FAILURE,1,RETURNING,60,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT
TXN10696,CUST1032,31663.88,CARD_EXPIRED,3,RETURNING,20,LOW,65,MEDIUM,STOP_AND_ESCALATE
TXN10697,CUST1140,7311.43,NETWORK_ERROR,1,NEW,55,MEDIUM,40,MEDIUM,RETRY
TXN10698,CUST1085,19866.26,AUTHENTICATION_FAILURE,1,RETURNING,65,MEDIUM,65,MEDIUM,CUSTOMER_PROMPT
TXN10699,CUST1063,5308.91,AUTHENTICATION_FAILURE,4,NEW,15,LOW,35,LOW,STOP_AND_ESCALATE
TXN10700,CUST1104,1787.39,INSUFFICIENT_FUNDS,2,RETURNING,60,MEDIUM,45,MEDIUM,PAYMENT_LINK
TXN10701,CUST1102,18208.8,INSUFFICIENT_FUNDS,4,RETURNING,20,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10702,CUST1209,49534.82,INSUFFICIENT_FUNDS,2,NEW,35,LOW,55,MEDIUM,PAYMENT_LINK
TXN10703,CUST1132,8274.46,CARD_EXPIRED,4,RETURNING,25,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10704,CUST1292,9634.43,INSUFFICIENT_FUNDS,4,RETURNING,40,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10705,CUST1022,29368.53,CARD_EXPIRED,3,RETURNING,20,LOW,65,MEDIUM,STOP_AND_ESCALATE
TXN10706,CUST1044,34617.16,UNKNOWN,4,NEW,15,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10707,CUST1174,47361.32,INSUFFICIENT_FUNDS,2,RETURNING,45,MEDIUM,70,HIGH,PAYMENT_LINK
TXN10708,CUST1082,6136.54,AUTHENTICATION_FAILURE,2,RETURNING,55,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT
TXN10709,CUST1128,20740.2,INSUFFICIENT_FUNDS,1,RETURNING,50,MEDIUM,60,MEDIUM,PAYMENT_LINK
TXN10710,CUST1279,45652.56,AUTHENTICATION_FAILURE,1,NEW,35,LOW,55,MEDIUM,CUSTOMER_PROMPT
TXN10711,CUST1289,216.94,NETWORK_ERROR,3,RETURNING,50,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10712,CUST1028,1637.35,UNKNOWN,3,RETURNING,45,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10713,CUST1296,1625.57,CARD_EXPIRED,2,RETURNING,55,MEDIUM,45,MEDIUM,CUSTOMER_PROMPT
TXN10714,CUST1274,10363.93,NETWORK_ERROR,1,LOYAL,90,HIGH,75,HIGH,RETRY
TXN10715,CUST1261,1321.14,UNKNOWN,1,RETURNING,55,MEDIUM,40,MEDIUM,REMINDER
TXN10716,CUST1092,458.99,TEMPORARY_BANK_ERROR,2,RETURNING,60,MEDIUM,35,LOW,RETRY
TXN10717,CUST1148,708.79,NETWORK_ERROR,4,NEW,40,MEDIUM,30,LOW,STOP_AND_ESCALATE
TXN10718,CUST1143,26809.98,TEMPORARY_BANK_ERROR,4,RETURNING,60,MEDIUM,85,HIGH,STOP_AND_ESCALATE
TXN10719,CUST1149,25049.18,UNKNOWN,2,LOYAL,65,MEDIUM,80,HIGH,REMINDER
TXN10720,CUST1093,5765.14,INSUFFICIENT_FUNDS,4,NEW,25,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10721,CUST1202,901.59,AUTHENTICATION_FAILURE,1,LOYAL,75,HIGH,55,MEDIUM,CUSTOMER_PROMPT
TXN10722,CUST1236,5797.29,INSUFFICIENT_FUNDS,3,LOYAL,35,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10723,CUST1252,301.77,INSUFFICIENT_FUNDS,4,NEW,25,LOW,35,LOW,STOP_AND_ESCALATE
TXN10724,CUST1138,8235.08,NETWORK_ERROR,2,NEW,70,HIGH,60,MEDIUM,RETRY
TXN10725,CUST1265,1671.02,INSUFFICIENT_FUNDS,3,RETURNING,35,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10726,CUST1137,41765.38,INSUFFICIENT_FUNDS,3,RETURNING,25,LOW,65,MEDIUM,STOP_AND_ESCALATE
TXN10727,CUST1042,27237.65,INSUFFICIENT_FUNDS,2,LOYAL,80,HIGH,90,HIGH,PAYMENT_LINK
TXN10728,CUST1148,15399.14,INSUFFICIENT_FUNDS,2,RETURNING,65,MEDIUM,65,MEDIUM,PAYMENT_LINK
TXN10729,CUST1023,4655.67,INSUFFICIENT_FUNDS,2,RETURNING,60,MEDIUM,45,MEDIUM,PAYMENT_LINK
TXN10730,CUST1074,1694.14,TEMPORARY_BANK_ERROR,2,RETURNING,60,MEDIUM,40,MEDIUM,RETRY
TXN10731,CUST1186,4474.64,INSUFFICIENT_FUNDS,3,RETURNING,35,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10732,CUST1157,5321.68,INSUFFICIENT_FUNDS,1,RETURNING,45,MEDIUM,50,MEDIUM,PAYMENT_LINK
TXN10733,CUST1167,2031.31,NETWORK_ERROR,4,RETURNING,50,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10734,CUST1238,5985.09,TEMPORARY_BANK_ERROR,2,LOYAL,100,HIGH,80,HIGH,RETRY
TXN10735,CUST1160,614.32,INSUFFICIENT_FUNDS,1,LOYAL,65,MEDIUM,45,MEDIUM,PAYMENT_LINK
TXN10736,CUST1252,10164.25,NETWORK_ERROR,1,LOYAL,90,HIGH,75,HIGH,RETRY
TXN10737,CUST1084,16843.44,CARD_EXPIRED,1,RETURNING,45,MEDIUM,60,MEDIUM,CUSTOMER_PROMPT
TXN10738,CUST1235,980.0,AUTHENTICATION_FAILURE,3,RETURNING,30,LOW,35,LOW,STOP_AND_ESCALATE
TXN10739,CUST1286,32892.61,INSUFFICIENT_FUNDS,3,RETURNING,25,LOW,65,MEDIUM,STOP_AND_ESCALATE
TXN10740,CUST1203,1949.54,TEMPORARY_BANK_ERROR,4,LOYAL,70,HIGH,60,MEDIUM,STOP_AND_ESCALATE
TXN10741,CUST1064,972.7,TEMPORARY_BANK_ERROR,2,RETURNING,80,HIGH,55,MEDIUM,RETRY
TXN10742,CUST1181,26001.19,CARD_EXPIRED,2,LOYAL,75,HIGH,90,HIGH,CUSTOMER_PROMPT
TXN10743,CUST1138,37534.3,UNKNOWN,1,RETURNING,60,MEDIUM,70,HIGH,REMINDER
TXN10744,CUST1196,31416.53,INSUFFICIENT_FUNDS,1,LOYAL,70,HIGH,85,HIGH,PAYMENT_LINK
TXN10745,CUST1264,378.57,TEMPORARY_BANK_ERROR,2,RETURNING,60,MEDIUM,35,LOW,RETRY
TXN10746,CUST1203,8400.42,TEMPORARY_BANK_ERROR,2,LOYAL,100,HIGH,80,HIGH,RETRY
TXN10747,CUST1165,44117.77,UNKNOWN,1,RETURNING,80,HIGH,90,HIGH,REMINDER
TXN10748,CUST1114,1313.42,TEMPORARY_BANK_ERROR,2,RETURNING,60,MEDIUM,40,MEDIUM,RETRY
TXN10749,CUST1178,4478.62,INSUFFICIENT_FUNDS,3,NEW,25,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10750,CUST1018,4615.73,NETWORK_ERROR,2,LOYAL,95,HIGH,60,MEDIUM,RETRY
TXN10751,CUST1168,18025.28,INSUFFICIENT_FUNDS,1,RETURNING,50,MEDIUM,60,MEDIUM,PAYMENT_LINK
TXN10752,CUST1104,23608.92,TEMPORARY_BANK_ERROR,2,RETURNING,80,HIGH,70,HIGH,RETRY
TXN10753,CUST1162,2600.91,UNKNOWN,4,LOYAL,40,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10754,CUST1169,5684.2,AUTHENTICATION_FAILURE,2,LOYAL,55,MEDIUM,60,MEDIUM,CUSTOMER_PROMPT
TXN10755,CUST1227,1641.77,NETWORK_ERROR,4,NEW,25,LOW,25,LOW,STOP_AND_ESCALATE
TXN10756,CUST1135,1642.45,UNKNOWN,1,NEW,40,MEDIUM,30,LOW,REMINDER
TXN10757,CUST1138,6249.08,TEMPORARY_BANK_ERROR,4,LOYAL,70,HIGH,70,HIGH,STOP_AND_ESCALATE
TXN10758,CUST1274,270.2,INSUFFICIENT_FUNDS,1,RETURNING,60,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10759,CUST1083,295.23,INSUFFICIENT_FUNDS,2,RETURNING,45,MEDIUM,35,LOW,PAYMENT_LINK
TXN10760,CUST1042,4322.66,UNKNOWN,4,NEW,30,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10761,CUST1245,2056.77,INSUFFICIENT_FUNDS,2,RETURNING,45,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10762,CUST1198,35684.41,CARD_EXPIRED,1,RETURNING,50,MEDIUM,70,HIGH,CUSTOMER_PROMPT
TXN10763,CUST1051,2604.97,INSUFFICIENT_FUNDS,1,RETURNING,50,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10764,CUST1060,1587.24,INSUFFICIENT_FUNDS,1,LOYAL,80,HIGH,60,MEDIUM,PAYMENT_LINK
TXN10765,CUST1066,1046.27,NETWORK_ERROR,2,NEW,50,MEDIUM,30,LOW,RETRY
TXN10766,CUST1270,1469.37,INSUFFICIENT_FUNDS,3,NEW,5,LOW,20,LOW,STOP_AND_ESCALATE
TXN10767,CUST1250,1159.4,TEMPORARY_BANK_ERROR,2,RETURNING,80,HIGH,60,MEDIUM,RETRY
TXN10768,CUST1140,13141.45,AUTHENTICATION_FAILURE,1,LOYAL,85,HIGH,90,HIGH,CUSTOMER_PROMPT
TXN10769,CUST1147,5946.24,TEMPORARY_BANK_ERROR,4,RETURNING,40,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10770,CUST1280,5633.26,TEMPORARY_BANK_ERROR,3,RETURNING,55,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10771,CUST1104,47310.85,NETWORK_ERROR,2,RETURNING,90,HIGH,90,HIGH,RETRY
TXN10772,CUST1206,5869.89,TEMPORARY_BANK_ERROR,1,LOYAL,80,HIGH,65,MEDIUM,RETRY
TXN10773,CUST1214,41140.64,INSUFFICIENT_FUNDS,2,RETURNING,45,MEDIUM,70,HIGH,PAYMENT_LINK
TXN10774,CUST1102,34926.9,TEMPORARY_BANK_ERROR,4,NEW,30,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10775,CUST1265,8120.09,AUTHENTICATION_FAILURE,3,RETURNING,15,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10776,CUST1293,353.43,AUTHENTICATION_FAILURE,2,NEW,25,LOW,20,LOW,MANUAL_REVIEW
TXN10777,CUST1104,9740.95,TEMPORARY_BANK_ERROR,3,LOYAL,55,MEDIUM,60,MEDIUM,STOP_AND_ESCALATE
TXN10778,CUST1055,9051.01,INSUFFICIENT_FUNDS,3,NEW,20,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10779,CUST1217,758.87,NETWORK_ERROR,4,RETURNING,40,MEDIUM,35,LOW,STOP_AND_ESCALATE
TXN10780,CUST1287,2563.61,INSUFFICIENT_FUNDS,2,NEW,45,MEDIUM,35,LOW,PAYMENT_LINK
TXN10781,CUST1179,17897.95,NETWORK_ERROR,3,RETURNING,65,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10782,CUST1222,6991.05,AUTHENTICATION_FAILURE,4,RETURNING,35,LOW,60,MEDIUM,STOP_AND_ESCALATE
TXN10783,CUST1025,33372.79,NETWORK_ERROR,1,RETURNING,90,HIGH,80,HIGH,RETRY
TXN10784,CUST1012,27540.32,INSUFFICIENT_FUNDS,4,RETURNING,20,LOW,65,MEDIUM,STOP_AND_ESCALATE
TXN10785,CUST1272,4769.78,UNKNOWN,2,NEW,50,MEDIUM,35,LOW,REMINDER
TXN10786,CUST1281,3077.84,AUTHENTICATION_FAILURE,1,RETURNING,40,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10787,CUST1270,1845.15,CARD_EXPIRED,4,NEW,0,LOW,20,LOW,STOP_AND_ESCALATE
TXN10788,CUST1222,9577.51,TEMPORARY_BANK_ERROR,1,LOYAL,100,HIGH,80,HIGH,RETRY
TXN10789,CUST1202,5064.93,AUTHENTICATION_FAILURE,2,NEW,25,LOW,35,LOW,MANUAL_REVIEW
TXN10790,CUST1279,10453.3,INSUFFICIENT_FUNDS,4,LOYAL,40,MEDIUM,70,HIGH,STOP_AND_ESCALATE
TXN10791,CUST1030,6370.58,INSUFFICIENT_FUNDS,4,RETURNING,15,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10792,CUST1279,3142.45,UNKNOWN,2,RETURNING,65,MEDIUM,45,MEDIUM,REMINDER
TXN10793,CUST1073,36741.87,CARD_EXPIRED,1,RETURNING,45,MEDIUM,70,HIGH,CUSTOMER_PROMPT
TXN10794,CUST1197,4031.99,NETWORK_ERROR,3,RETURNING,55,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10795,CUST1287,13169.98,INSUFFICIENT_FUNDS,2,NEW,50,MEDIUM,55,MEDIUM,PAYMENT_LINK
TXN10796,CUST1037,2187.44,TEMPORARY_BANK_ERROR,1,RETURNING,90,HIGH,60,MEDIUM,RETRY
TXN10797,CUST1055,289.82,CARD_EXPIRED,4,NEW,15,LOW,20,LOW,STOP_AND_ESCALATE
TXN10798,CUST1001,1715.44,TEMPORARY_BANK_ERROR,2,NEW,70,HIGH,50,MEDIUM,RETRY
TXN10799,CUST1049,1641.92,TEMPORARY_BANK_ERROR,2,LOYAL,100,HIGH,70,HIGH,RETRY
TXN10800,CUST1079,48674.62,INSUFFICIENT_FUNDS,2,RETURNING,60,MEDIUM,75,HIGH,PAYMENT_LINK
TXN10801,CUST1026,5541.44,AUTHENTICATION_FAILURE,1,NEW,30,LOW,35,LOW,CUSTOMER_PROMPT
TXN10802,CUST1045,7292.07,CARD_EXPIRED,1,RETURNING,65,MEDIUM,65,MEDIUM,CUSTOMER_PROMPT
TXN10803,CUST1016,46879.5,UNKNOWN,4,LOYAL,60,MEDIUM,85,HIGH,STOP_AND_ESCALATE
TXN10804,CUST1131,4141.93,UNKNOWN,1,RETURNING,55,MEDIUM,40,MEDIUM,REMINDER
TXN10805,CUST1155,13039.74,NETWORK_ERROR,3,LOYAL,60,MEDIUM,70,HIGH,STOP_AND_ESCALATE
TXN10806,CUST1001,1015.92,AUTHENTICATION_FAILURE,1,RETURNING,45,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10807,CUST1006,1133.49,TEMPORARY_BANK_ERROR,2,NEW,65,MEDIUM,35,LOW,RETRY
TXN10808,CUST1079,5447.43,NETWORK_ERROR,3,LOYAL,50,MEDIUM,60,MEDIUM,STOP_AND_ESCALATE
TXN10809,CUST1274,38872.02,AUTHENTICATION_FAILURE,2,NEW,30,LOW,55,MEDIUM,CUSTOMER_PROMPT
TXN10810,CUST1234,430.44,TEMPORARY_BANK_ERROR,2,NEW,65,MEDIUM,30,LOW,RETRY
TXN10811,CUST1020,48826.72,INSUFFICIENT_FUNDS,3,NEW,10,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10812,CUST1027,44558.19,AUTHENTICATION_FAILURE,3,NEW,20,LOW,60,MEDIUM,STOP_AND_ESCALATE
TXN10813,CUST1290,947.39,NETWORK_ERROR,4,RETURNING,50,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10814,CUST1240,529.13,CARD_EXPIRED,1,LOYAL,80,HIGH,65,MEDIUM,CUSTOMER_PROMPT
TXN10815,CUST1212,23586.42,INSUFFICIENT_FUNDS,1,LOYAL,85,HIGH,80,HIGH,PAYMENT_LINK
TXN10816,CUST1146,37079.07,INSUFFICIENT_FUNDS,3,LOYAL,60,MEDIUM,95,HIGH,STOP_AND_ESCALATE
TXN10817,CUST1160,34438.38,AUTHENTICATION_FAILURE,2,RETURNING,65,MEDIUM,85,HIGH,CUSTOMER_PROMPT
TXN10818,CUST1076,1671.23,AUTHENTICATION_FAILURE,2,RETURNING,50,MEDIUM,45,MEDIUM,CUSTOMER_PROMPT
TXN10819,CUST1119,15529.82,TEMPORARY_BANK_ERROR,2,RETURNING,90,HIGH,80,HIGH,RETRY
TXN10820,CUST1096,8459.02,AUTHENTICATION_FAILURE,2,RETURNING,55,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT
TXN10821,CUST1038,3702.59,NETWORK_ERROR,2,LOYAL,80,HIGH,55,MEDIUM,RETRY
TXN10822,CUST1041,787.5,TEMPORARY_BANK_ERROR,3,RETURNING,60,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10823,CUST1225,12255.27,AUTHENTICATION_FAILURE,4,RETURNING,35,LOW,70,HIGH,STOP_AND_ESCALATE
TXN10824,CUST1084,35619.33,TEMPORARY_BANK_ERROR,3,RETURNING,60,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10825,CUST1220,1619.27,TEMPORARY_BANK_ERROR,2,RETURNING,75,HIGH,50,MEDIUM,RETRY
TXN10826,CUST1263,8235.47,UNKNOWN,2,RETURNING,65,MEDIUM,55,MEDIUM,REMINDER
TXN10827,CUST1036,37025.76,AUTHENTICATION_FAILURE,4,RETURNING,35,LOW,70,HIGH,STOP_AND_ESCALATE
TXN10828,CUST1183,30012.21,NETWORK_ERROR,2,LOYAL,100,HIGH,100,HIGH,RETRY
TXN10829,CUST1274,7969.76,AUTHENTICATION_FAILURE,3,NEW,15,LOW,35,LOW,STOP_AND_ESCALATE
TXN10830,CUST1000,908.81,INSUFFICIENT_FUNDS,2,RETURNING,45,MEDIUM,35,LOW,PAYMENT_LINK
TXN10831,CUST1024,9551.02,UNKNOWN,1,LOYAL,80,HIGH,70,HIGH,REMINDER
TXN10832,CUST1037,4436.3,UNKNOWN,1,RETURNING,50,MEDIUM,40,MEDIUM,REMINDER
TXN10833,CUST1144,1649.34,TEMPORARY_BANK_ERROR,4,LOYAL,55,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10834,CUST1209,1866.3,NETWORK_ERROR,1,NEW,70,HIGH,40,MEDIUM,RETRY
TXN10835,CUST1093,1821.12,UNKNOWN,2,RETURNING,70,HIGH,60,MEDIUM,REMINDER
TXN10836,CUST1255,3029.85,TEMPORARY_BANK_ERROR,3,RETURNING,55,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10837,CUST1058,2958.98,TEMPORARY_BANK_ERROR,2,RETURNING,60,MEDIUM,40,MEDIUM,RETRY
TXN10838,CUST1068,14406.88,CARD_EXPIRED,3,RETURNING,30,LOW,60,MEDIUM,STOP_AND_ESCALATE
TXN10839,CUST1046,1099.65,INSUFFICIENT_FUNDS,1,RETURNING,50,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10840,CUST1130,6221.97,UNKNOWN,1,LOYAL,85,HIGH,80,HIGH,REMINDER
TXN10841,CUST1295,32221.0,INSUFFICIENT_FUNDS,3,NEW,30,LOW,70,HIGH,STOP_AND_ESCALATE
TXN10842,CUST1089,45244.21,UNKNOWN,1,LOYAL,75,HIGH,85,HIGH,REMINDER
TXN10843,CUST1174,1814.61,AUTHENTICATION_FAILURE,4,RETURNING,25,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10844,CUST1164,210.75,INSUFFICIENT_FUNDS,2,NEW,45,MEDIUM,30,LOW,PAYMENT_LINK
TXN10845,CUST1039,459.24,INSUFFICIENT_FUNDS,1,LOYAL,80,HIGH,55,MEDIUM,PAYMENT_LINK
TXN10846,CUST1094,38301.42,TEMPORARY_BANK_ERROR,3,RETURNING,60,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10847,CUST1280,9316.02,TEMPORARY_BANK_ERROR,3,NEW,40,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10848,CUST1173,282.58,TEMPORARY_BANK_ERROR,4,RETURNING,55,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10849,CUST1016,45672.81,INSUFFICIENT_FUNDS,4,NEW,10,LOW,50,MEDIUM,STOP_AND_ESCALATE
